month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,04G,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,2,976.17
2010-08-01,04G,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,352.62
2010-08-01,04G,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,7,12.96
2010-08-01,04G,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,185.46
2010-08-01,04G,Efavirenz_Tab 600mg,0503010D0AAADAD,4,172.13
2010-08-01,04G,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,3,21.79
2010-08-01,04G,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,47,114.76
2010-08-01,04G,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,15,26.72
2010-08-01,04G,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,230.82
2010-08-01,04G,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,25.8
2010-08-01,04G,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,9,693.7399999999999
2010-08-01,04G,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,123.77
2010-08-01,04G,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,6,967.77
2010-08-01,04G,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,151,175.76999999999995
2010-09-01,04G,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,2,647.08
2010-09-01,04G,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,1.64
2010-09-01,04G,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,494.46
2010-09-01,04G,Efavirenz_Tab 600mg,0503010D0AAADAD,4,172.13
2010-09-01,04G,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,1,55.27
2010-09-01,04G,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,37,33.67
2010-09-01,04G,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,5,15.6
2010-09-01,04G,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,21.36
2010-09-01,04G,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,22,1081.38
2010-09-01,04G,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,6,147.43
2010-09-01,04G,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,91,113.81
2010-10-01,04G,Bupivac HCl_Inj 0.5% 50mg/10ml Amp,1502010C0AAADAD,1,1.11
2010-10-01,04G,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,2,646.95
2010-10-01,04G,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,528.85
2010-10-01,04G,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,3.28
2010-10-01,04G,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,185.42
2010-10-01,04G,Efavirenz_Tab 600mg,0503010D0AAADAD,4,172.09
2010-10-01,04G,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,58,208.57
