month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,00P,Atenolol_Inj 500mcg/ml 10ml Amp,0204000E0AAADAD,1,24.69
2010-08-01,00P,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,2,2.98
2010-08-01,00P,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,537.84
2010-08-01,00P,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,54.14
2010-08-01,00P,Levobupivac HCl_Inj 5mg/ml 10ml Amp,1502010V0AAABAB,2,2.98
2010-08-01,00P,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,5,73.78
2010-08-01,00P,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,29.48
2010-08-01,00P,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,14.27
2010-09-01,00P,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,1,485.62
2010-09-01,00P,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,1,2.24
2010-09-01,00P,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,77.31
2010-09-01,00P,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,11,1245.61
2010-09-01,00P,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,2,58.31
2010-09-01,00P,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,126.28
2010-09-01,00P,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,2,135.32999999999998
2010-09-01,00P,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,4,73.76
2010-09-01,00P,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,29.48
2010-10-01,00P,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,31.28
2010-10-01,00P,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,1,1.49
2010-10-01,00P,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,537.72
2010-10-01,00P,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,45.11
2010-10-01,00P,Levobupivac HCl_Inj 5mg/ml 10ml Amp,1502010V0AAABAB,11,16.39
2010-10-01,00P,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,1,316.33
2010-10-01,00P,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,19.57
2010-10-01,00P,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,4,95.8
2010-11-01,00P,Amoxicillin Sod_Inj 1g Vl,0501013C0AAAEAE,1,10.12
2010-11-01,00P,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,1,2.97
2010-11-01,00P,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,10,918.31
2010-11-01,00P,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,81.22
2010-11-01,00P,Levobupivac HCl_Inj 5mg/ml 10ml Amp,1502010V0AAABAB,10,14.92
2010-11-01,00P,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,7,39.15
2010-11-01,00P,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,6,95.93
2010-11-01,00P,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,368.28
2010-11-01,00P,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,7.16
2010-12-01,00P,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,10.63
2010-12-01,00P,Co-Amoxiclav_Inj 500mg/100mg Vl,0501013K0AAAEAE,1,25.19
2010-12-01,00P,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,13,1203.3
2010-12-01,00P,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,2,85.28999999999998
2010-12-01,00P,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,1,56.57
2010-12-01,00P,Levobupivac HCl_Inj 5mg/ml 10ml Amp,1502010V0AAABAB,5,7.46
2010-12-01,00P,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,16.91
2010-12-01,00P,Nutricia_preOp Liq,090402000BBQFA0,1,119.16
2010-12-01,00P,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,8,174.14
2010-12-01,00P,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,6,509.99
